transcript_id,contig,start,end,strand,gene_id,biotype,transcript_name,ncRNA_biotype,disease_variants_present,number_variants,blast_hit
ENST00000392620,17,74584918,74594209,+,ENSG00000182352,lncRNA,CD300LD-AS1-202,antisense_RNA,False,0,Q96MU5
ENST00000512675,5,176049678,176062021,-,ENSG00000248469,lncRNA,,antisense_RNA,False,0,Q5CZ79
ENST00000536896,1,25818491,25820797,-,ENSG00000228172,lncRNA,,antisense_RNA,False,0,Q6AP70
ENST00000428945,1,15586136,15603626,-,ENSG00000237301,lncRNA,,antisense_RNA,False,0,Q8N976
ENST00000505254,5,149406878,149428674,+,ENSG00000249669,lncRNA,CARMN-201,lincRNA,False,0,Q8N9U9
ENST00000623686,1,247110160,247112417,-,ENSG00000221953,lncRNA,LINC02897-201,lincRNA,False,0,Q6ZS94
ENST00000276770,Y,6449468,6457906,+,ENSG00000147753,lncRNA,TTTY7-201,lincRNA,False,0,Q9BZ97
ENST00000577309,17,21456513,21460215,-,ENSG00000265043,lncRNA,,lincRNA,False,0,Q9H606
ENST00000601556,16,86331850,86345679,-,ENSG00000168367,lncRNA,LINC00917-207,lincRNA,False,0,Q4KHG3
ENST00000522158,8,29748309,29752297,+,ENSG00000253490,lncRNA,LINC02099-202,lincRNA,False,0,Q6UX73
ENST00000428709,9,62387171,62394004,-,ENSG00000233651,lncRNA,,lincRNA,False,0,O00370
ENST00000452731,15,25252225,25338196,+,ENSG00000224078,lncRNA,SNHG14-206,antisense_RNA,False,0,Q8TDB8
ENST00000424890,21,42648271,42651244,-,ENSG00000235023,lncRNA,,antisense_RNA,False,0,Q8WTZ3
ENST00000640962,12,4910105,5025990,+,ENSG00000256654,lncRNA,,sense_overlapping,True,377,Q9EQC4
ENST00000405854,22,49620471,49657430,-,ENSG00000188511,lncRNA,MIR3667HG-203,lincRNA,False,0,Q6ZV56
ENST00000626198,1,45303910,45305619,+,ENSG00000281912,lncRNA,LINC01144-201,lincRNA,False,0,Q856K7
ENST00000640623,1,31518356,31526444,+,ENSG00000284543,lncRNA,LINC01226-208,processed_transcript,False,0,Q8N2A0
ENST00000521244,1,178542796,178548889,+,ENSG00000213057,lncRNA,C1orf220-202,lincRNA,False,0,Q5T0J3
ENST00000342584,5,470510,473098,-,ENSG00000188242,lncRNA,PP7080-201,antisense_RNA,False,0,Q5PAY0
ENST00000610658,17,38749360,38751457,+,ENSG00000277182,lncRNA,,antisense_RNA,False,0,D4GW73
ENST00000454129,6,30291006,30326376,-,ENSG00000231074,lncRNA,HCG18-239,antisense_RNA,False,0,Q7YR34
ENST00000495287,3,138935189,138944020,-,ENSG00000244578,lncRNA,LINC01391-203,lincRNA,False,0,Q6UDI4
ENST00000615682,20,26249854,26251425,-,ENSG00000227195,lncRNA,MIR663AHG-237,lincRNA,False,0,Q97AH7
ENST00000599439,5,181255719,181257586,+,ENSG00000233937,retained_intron,CTC-338M12.4-205,retained_intron,False,0,Q8WTZ3
ENST00000507044,4,1249300,1250446,+,ENSG00000196810,lncRNA,CTBP1-DT-203,antisense_RNA,False,0,Q6PJW8
ENST00000400864,19,54724496,54798285,+,ENSG00000215765,lncRNA,,processed_transcript,True,2,Q8N743
ENST00000635800,3,14602035,14641443,+,ENSG00000283392,lncRNA,,lincRNA,False,0,Q8N769
ENST00000557121,14,101120840,101123545,+,ENSG00000259004,lncRNA,LINC02285-201,lincRNA,False,0,F4KGD4
ENST00000502167,8,143007753,143018397,-,ENSG00000247317,lncRNA,LY6E-DT-201,lincRNA,False,0,A4YN81
ENST00000399868,10,6277687,6335982,+,ENSG00000215244,lncRNA,LINC02649-201,lincRNA,False,0,Q6UX73
ENST00000423408,1,58882868,58896786,-,ENSG00000232453,lncRNA,LINC02777-201,lincRNA,False,0,Q89KU5
ENST00000468646,3,72035300,72100427,-,ENSG00000241163,lncRNA,LINC00877-203,lincRNA,False,0,Q25490
ENST00000435485,9,106278392,106604795,+,ENSG00000234323,lncRNA,LINC01505-203,lincRNA,False,0,Q8N769
ENST00000420823,3,536231,846015,+,ENSG00000224957,lncRNA,LINC01266-201,lincRNA,False,0,Q5JPI9
ENST00000603791,6,3751111,3753871,+,ENSG00000270504,lncRNA,,antisense_RNA,False,0,Q5TGL8
ENST00000501897,8,23068229,23083619,+,ENSG00000246130,lncRNA,,antisense_RNA,True,1,P0DMP4
ENST00000635173,20,22685449,22691704,+,ENSG00000283072,lncRNA,,lincRNA,False,0,O87627
ENST00000429269,1,234629311,234634780,+,ENSG00000224939,lncRNA,LINC00184-201,lincRNA,False,0,Q6ZN03
ENST00000515617,12,54058254,54122234,+,ENSG00000248265,lncRNA,FLJ12825-201,lincRNA,False,0,Q8WTZ3
ENST00000546421,12,98514400,98516210,-,ENSG00000257167,lncRNA,TMPO-AS1-201,antisense_RNA,True,54,P42166
ENST00000613921,20,50184598,50191498,-,ENSG00000277449,lncRNA,CEBPB-AS1-201,antisense_RNA,True,1,Q8N2A0
ENST00000616163,9,131497479,131500191,-,ENSG00000176868,lncRNA,,antisense_RNA,False,0,P14323
ENST00000306641,Y,25482908,25486705,+,ENSG00000240450,lncRNA,CSPG4P1Y-201,processed_transcript,False,0,Q6UVK1
ENST00000624458,15,92471654,92501117,+,ENSG00000183643,lncRNA,C15orf32-202,lincRNA,False,0,Q32M92
ENST00000615176,13,53345211,53410880,+,ENSG00000273919,lncRNA,,lincRNA,False,0,Q1RJS2
ENST00000606660,1,90829547,90851618,-,ENSG00000233593,retained_intron,LINC02609-204,retained_intron,False,0,P53599
ENST00000449111,X,149938628,150224580,+,ENSG00000235703,lncRNA,EOLA2-DT-205,antisense_RNA,False,0,Q96NF6
ENST00000498297,3,128860620,128871540,-,ENSG00000231305,lncRNA,,antisense_RNA,False,0,Q9HBG6
ENST00000617035,16,27313387,27314101,-,ENSG00000274092,lncRNA,,antisense_RNA,False,0,A1WZE9
ENST00000449169,1,110286375,110339171,-,ENSG00000227963,lncRNA,RBM15-AS1-201,antisense_RNA,False,0,Q8N2A0
ENST00000437615,6,169788790,169798825,-,ENSG00000229214,lncRNA,LINC00242-201,lincRNA,False,0,Q5T6M2
ENST00000518580,5,160931778,160938626,-,ENSG00000253417,lncRNA,LINC02159-202,lincRNA,False,0,P60509
ENST00000521091,22,30971367,30976063,+,ENSG00000253352,processed_transcript,TUG1-202,antisense_RNA,False,0,P10272
ENST00000605833,10,17214246,17230018,-,ENSG00000229124,lncRNA,VIM-AS1-202,antisense_RNA,True,16,P08670
ENST00000519709,14,100826118,100861026,+,ENSG00000214548,lncRNA,MEG3-214,lincRNA,False,0,Q54HB2
ENST00000638931,1,211167999,211207138,-,ENSG00000284376,lncRNA,,sense_overlapping,False,0,P08548
ENST00000452284,22,21002208,21010342,+,ENSG00000230513,lncRNA,THAP7-AS1-203,antisense_RNA,False,0,Q32KN8
ENST00000391625,22,49548681,49556473,+,ENSG00000212939,lncRNA,,lincRNA,False,0,Q96N38
ENST00000582141,13,91347820,91352402,+,ENSG00000215417,retained_intron,MIR17HG-203,retained_intron,False,0,Q75NE6
ENST00000599944,19,23817599,23874701,-,ENSG00000267924,lncRNA,,lincRNA,False,0,Q14264
ENST00000435043,6,3182626,3195784,-,ENSG00000230269,lncRNA,LINC02525-202,lincRNA,False,0,A4D2B8
ENST00000566527,5,142703782,142705421,+,ENSG00000261757,lncRNA,,lincRNA,False,0,O00370
ENST00000634974,17,9764186,9805100,+,ENSG00000282882,lncRNA,,lincRNA,True,2,Q9NV39
ENST00000531126,1,28578538,28581873,-,ENSG00000197989,lncRNA,SNHG12-212,antisense_RNA,False,0,Q9BXW3
ENST00000456688,13,51804297,51813832,+,ENSG00000231856,lncRNA,,antisense_RNA,False,0,Q01954
ENST00000606034,1,995966,998051,-,ENSG00000272512,lncRNA,,lincRNA,False,0,P09593
ENST00000542219,12,67709047,67729475,-,ENSG00000255970,lncRNA,LINC02421-201,lincRNA,False,0,Q8TDB8
ENST00000417483,6,134428240,134520585,-,ENSG00000231971,lncRNA,CT69-201,lincRNA,False,0,C5DUI6
ENST00000514269,4,151674483,151677893,+,ENSG00000251455,lncRNA,,antisense_RNA,False,0,P11369
ENST00000531661,9,83708278,83713496,+,ENSG00000254473,lncRNA,UBQLN1-AS1-202,antisense_RNA,False,0,Q53H47
ENST00000449034,1,21293290,21299774,+,ENSG00000231105,lncRNA,ECE1-AS1-201,antisense_RNA,False,0,Q9P1C3
ENST00000440578,6,137823673,137825894,-,ENSG00000237499,lncRNA,WAKMAR2-202,antisense_RNA,False,0,Q9M2Y6
ENST00000513220,4,106003317,106022478,-,ENSG00000249635,lncRNA,,antisense_RNA,False,0,B2S2A7
ENST00000614316,19,41833686,41835950,-,ENSG00000278239,lncRNA,,lincRNA,False,0,Q96CB5
ENST00000569740,16,86722091,86742083,+,ENSG00000261175,lncRNA,LINC02188-202,lincRNA,False,0,Q86U02
ENST00000513849,5,94788789,94793599,+,ENSG00000249175,lncRNA,,antisense_RNA,False,0,B7UVU3
ENST00000628135,2,38074873,38181828,+,ENSG00000232973,lncRNA,CYP1B1-AS1-224,antisense_RNA,True,55,Q16678
ENST00000571370,17,7685260,7686371,-,ENSG00000141510,retained_intron,TP53-215,sense_intronic,False,0,Q6UX73
ENST00000553416,15,20940438,20993303,+,ENSG00000258710,lncRNA,LINC01193-201,lincRNA,False,0,Q6R5P0
ENST00000566366,1,39788976,39790171,+,ENSG00000261798,lncRNA,,antisense_RNA,False,0,Q9Z701
ENST00000602324,19,51685363,51693456,-,ENSG00000269959,lncRNA,SPACA6-AS1-201,lincRNA,False,0,Q8N2A0
ENST00000620192,15,92592574,92596388,-,ENSG00000260337,lncRNA,,antisense_RNA,False,0,B4SDV3
ENST00000564041,16,65285024,65571789,-,ENSG00000261742,lncRNA,LINC00922-201,lincRNA,False,0,Q6UX73
ENST00000451786,7,130944167,131110176,-,ENSG00000231721,lncRNA,LINC-PINT-208,antisense_RNA,False,0,Q86U02
ENST00000622985,18,76495521,76498088,+,ENSG00000275763,lncRNA,ZNF516-DT-201,lincRNA,False,0,Q6ZTR6
ENST00000300458,17,50761029,50767518,-,ENSG00000167117,retained_intron,ANKRD40CL-201,retained_intron,False,0,Q53H64
ENST00000612013,17,45146730,45148470,-,ENSG00000276728,lncRNA,,lincRNA,False,0,Q9JPA3
ENST00000518301,5,160931781,160938626,-,ENSG00000253417,lncRNA,LINC02159-201,lincRNA,False,0,P60509
ENST00000597755,17,42270517,42272683,-,ENSG00000236194,lncRNA,,sense_intronic,False,0,P22270
ENST00000414763,1,30718782,30721723,+,ENSG00000186056,lncRNA,MATN1-AS1-202,antisense_RNA,True,1,P21941
ENST00000438573,7,16210488,16270604,+,ENSG00000229688,lncRNA,CRPPA-AS1-202,antisense_RNA,True,88,Q1PDG8
ENST00000639573,12,5018310,5025598,+,ENSG00000256654,lncRNA,,sense_overlapping,False,0,Q9EQC4
ENST00000520714,14,100826118,100845491,+,ENSG00000214548,lncRNA,MEG3-215,lincRNA,False,0,Q8GYU3
ENST00000500817,5,38558830,38671216,+,ENSG00000244968,lncRNA,LIFR-AS1-202,antisense_RNA,True,6,Q5H9K5
ENST00000621156,1,149607409,149647624,+,ENSG00000277147,processed_transcript,LINC00869-208,lincRNA,False,0,Q3UD82
ENST00000567093,16,85592266,85595720,+,ENSG00000260417,lncRNA,,lincRNA,False,0,Q8N2A0
ENST00000526436,11,56848568,56878078,+,ENSG00000255433,lncRNA,LINC02735-201,lincRNA,False,0,P11369
ENST00000519691,8,37597480,37599858,-,ENSG00000254290,lncRNA,,lincRNA,False,0,Q0BUV6
ENST00000340510,7,39733632,39793092,+,ENSG00000188185,lncRNA,LINC00265-201,lincRNA,False,0,Q6ZQT7
ENST00000585897,18,45483345,45529855,+,ENSG00000266988,lncRNA,,sense_intronic,False,0,C9JLW8
ENST00000510391,5,24554018,24613222,+,ENSG00000251294,lncRNA,,antisense_RNA,False,0,O30141
ENST00000585593,19,2212029,2215565,-,ENSG00000267122,lncRNA,,antisense_RNA,False,0,Q6B4Z3
ENST00000358073,1,180944042,180976482,-,ENSG00000243155,lncRNA,,antisense_RNA,False,0,Q5VZ46
ENST00000639829,X,147181064,147271894,+,ENSG00000284377,lncRNA,,lincRNA,False,0,Q8NEY8
ENST00000428747,1,15326680,15343876,-,ENSG00000233485,lncRNA,FHAD1-AS1-201,antisense_RNA,False,0,B1AJZ9
ENST00000426112,22,46541495,46548196,+,ENSG00000234869,lncRNA,LINC02925-201,antisense_RNA,False,0,Q8JVC2
ENST00000499425,8,56518321,56559671,-,ENSG00000246430,lncRNA,LINC00968-201,lincRNA,False,0,C6BZY6
ENST00000608941,2,176164164,176165716,-,ENSG00000272729,lncRNA,,antisense_RNA,False,0,Q16821
ENST00000454260,2,119244422,119249071,-,ENSG00000229867,lncRNA,STEAP3-AS1-201,antisense_RNA,True,16,Q658P3
ENST00000568609,15,24558152,24587779,+,ENSG00000259905,lncRNA,PWRN1-214,lincRNA,False,0,Q96NF6
ENST00000439120,7,26398593,26495203,+,ENSG00000214870,lncRNA,,lincRNA,False,0,Q8I4R2
ENST00000605901,6,2988648,2991173,+,ENSG00000244041,lncRNA,LINC01011-204,lincRNA,False,0,Q87L91
ENST00000449486,7,154928528,154949908,+,ENSG00000214106,lncRNA,PAXIP1-AS2-203,antisense_RNA,False,0,A0JNA8
ENST00000416405,22,21309821,21322854,-,ENSG00000206142,lncRNA,FAM230H-202,lincRNA,False,0,Q8N402
ENST00000440088,7,77657660,77696265,-,ENSG00000214293,lncRNA,APTR-204,lincRNA,False,0,Q8N976
ENST00000533578,8,11368402,11438657,+,ENSG00000184608,lncRNA,FAM167A-AS1-202,antisense_RNA,False,0,Q96KT0
ENST00000420724,2,65589566,65640177,-,ENSG00000235725,lncRNA,,lincRNA,False,0,Q6B4Z3
ENST00000400540,13,29935905,29950488,+,ENSG00000122043,lncRNA,LINC00544-201,lincRNA,False,0,B3E7T2
ENST00000421505,1,178091508,178093984,-,ENSG00000224687,lncRNA,RASAL2-AS1-202,lincRNA,False,0,A5D7I0
ENST00000414282,9,136721366,136728184,-,ENSG00000233016,lncRNA,SNHG7-201,antisense_RNA,False,0,Q5VUD6
ENST00000444416,2,5981978,5984897,+,ENSG00000232044,lncRNA,SILC1-204,lincRNA,False,0,Q494U1
ENST00000339021,16,1305547,1309413,-,ENSG00000274751,lncRNA,,antisense_RNA,False,0,Q8N2A0
ENST00000590137,17,76140556,76154283,+,ENSG00000267128,lncRNA,RNF157-AS1-204,antisense_RNA,True,2,Q88434
ENST00000455232,14,75574888,75579588,-,ENSG00000224721,lncRNA,FLVCR2-AS1-201,antisense_RNA,True,24,Q9UPI3
ENST00000585193,17,67244837,67245806,+,ENSG00000266473,lncRNA,HELZ-AS1-201,antisense_RNA,False,0,Q94FN2
ENST00000418557,1,234957342,234963999,-,ENSG00000238005,lncRNA,,lincRNA,False,0,Q8ZW23
ENST00000434301,2,100104919,100107504,+,ENSG00000230393,lncRNA,,antisense_RNA,False,0,F8JJ27
ENST00000415469,10,84279980,84294659,+,ENSG00000229404,lncRNA,LINC00858-201,lincRNA,False,0,Q6CW60
ENST00000627215,2,101962056,101987167,+,ENSG00000281162,lncRNA,LINC01127-202,lincRNA,False,0,E7EU14
ENST00000611923,16,29862760,29863417,+,ENSG00000278713,lncRNA,,antisense_RNA,False,0,O14735
ENST00000451400,2,104433267,104520884,+,ENSG00000235597,lncRNA,LINC01102-204,lincRNA,False,0,Q6B4Z3
ENST00000634502,1,58933643,59103820,+,ENSG00000237352,lncRNA,LINC01358-207,lincRNA,False,0,O00370
ENST00000558822,11,120249759,120265932,-,ENSG00000259541,lncRNA,,antisense_RNA,False,0,A7L2Z6
ENST00000604271,2,75154366,75189949,+,ENSG00000270571,lncRNA,,antisense_RNA,False,0,B3PRZ4
ENST00000512246,4,173530458,173541830,+,ENSG00000237125,lncRNA,HAND2-AS1-227,antisense_RNA,False,0,Q2S0W8
ENST00000587128,19,43891804,43901805,-,ENSG00000267058,lncRNA,,lincRNA,False,0,P08548
ENST00000424995,1,64104471,64171297,-,ENSG00000223949,lncRNA,ROR1-AS1-202,antisense_RNA,True,22,P11369
ENST00000528390,11,45371397,45388508,+,ENSG00000255267,lncRNA,LINC02687-201,lincRNA,False,0,A1L4Q6
ENST00000432330,6,136982165,136993234,-,ENSG00000225391,lncRNA,NHEG1-202,lincRNA,False,0,Q8N7I0
ENST00000494582,3,109178151,109185257,+,ENSG00000214381,retained_intron,LINC00488-201,lincRNA,False,0,Q8N2A0
ENST00000472655,17,72030561,72041310,+,ENSG00000256124,lncRNA,LINC01152-201,lincRNA,False,0,Q8WTZ3
ENST00000420873,11,3218388,3223126,+,ENSG00000236301,lncRNA,MRGPRG-AS1-201,antisense_RNA,False,0,Q2M3A8
ENST00000419035,2,47213949,47344966,-,ENSG00000234690,lncRNA,EPCAM-DT-202,lincRNA,False,0,P11369
ENST00000617888,17,81480523,81481570,-,ENSG00000278200,lncRNA,LINC01971-201,lincRNA,False,0,Q9CQQ4
ENST00000396588,2,227245710,227325186,-,ENSG00000236432,lncRNA,MFF-DT-201,antisense_RNA,True,1293,Q86U02
ENST00000637098,1,200366591,200400705,-,ENSG00000203721,lncRNA,LINC00862-204,lincRNA,False,0,A6NCI5
ENST00000638964,7,12802249,13704540,+,ENSG00000229618,lncRNA,,lincRNA,False,0,Q8N7I0
ENST00000515376,4,173530460,173591324,+,ENSG00000237125,lncRNA,HAND2-AS1-234,antisense_RNA,False,0,O73791
ENST00000624599,8,37326575,37330837,-,ENSG00000253123,TEC,,TEC,False,0,Q96CB5
ENST00000537616,12,9658567,9662085,+,ENSG00000257027,lncRNA,,sense_intronic,False,0,P08548
ENST00000431020,2,64185078,64205485,-,ENSG00000230923,lncRNA,LINC00309-201,lincRNA,False,0,A3SQG3
ENST00000614292,1,148434774,148459840,-,ENSG00000274020,lncRNA,LINC01138-205,lincRNA,False,0,Q3UD82
ENST00000581080,17,40340867,40343136,-,ENSG00000265666,lncRNA,RARA-AS1-201,antisense_RNA,False,0,Q58997
ENST00000512200,11,68870664,68874542,+,ENSG00000250508,lncRNA,LINC02701-201,lincRNA,False,0,Q14264
ENST00000497988,3,170656562,170662123,+,ENSG00000244738,lncRNA,,sense_intronic,False,0,P11369
ENST00000501715,5,88269024,88436674,+,ENSG00000247828,lncRNA,TMEM161B-DT-202,antisense_RNA,False,0,K7EIQ3
ENST00000594203,16,86331844,86345644,-,ENSG00000168367,lncRNA,LINC00917-201,lincRNA,False,0,Q4KHG3
ENST00000624822,X,47483571,47484808,+,ENSG00000196741,lncRNA,LINC01560-202,lincRNA,False,0,Q8TB33
ENST00000560518,15,52180217,52205874,+,ENSG00000259577,lncRNA,CERNA1-202,lincRNA,True,10,Q9NQX4
ENST00000428940,10,86521945,86525101,+,ENSG00000227896,lncRNA,WAPL-DT-201,antisense_RNA,False,0,Q28612
ENST00000413053,11,64889560,64893449,-,ENSG00000229719,lncRNA,MIR194-2HG-201,lincRNA,False,0,Q8N976
ENST00000448729,10,80047707,80078844,-,ENSG00000230091,lncRNA,TMEM254-AS1-203,antisense_RNA,False,0,Q6UX73
ENST00000409786,2,170712451,170714567,-,ENSG00000222033,lncRNA,LINC01124-201,lincRNA,False,0,P15085
ENST00000414584,2,87455496,87521518,+,ENSG00000222041,lncRNA,CYTOR-207,lincRNA,False,0,B7KIQ6
ENST00000501541,11,43943787,43947206,-,ENSG00000244953,lncRNA,,lincRNA,False,0,Q8N7I0
ENST00000593524,19,4356637,4358448,-,ENSG00000269318,lncRNA,,antisense_RNA,False,0,Q8N594
ENST00000502027,15,57304725,57307758,+,ENSG00000247982,lncRNA,LINC00926-202,lincRNA,False,0,Q8N7I0
ENST00000562811,1,119597702,119599271,-,ENSG00000260941,lncRNA,LINC00622-201,sense_overlapping,False,0,P08548
ENST00000582363,18,5238084,5243936,+,ENSG00000263753,lncRNA,LINC00667-206,lincRNA,False,0,Q86U02
ENST00000425630,10,1159768,1165112,+,ENSG00000229205,lncRNA,LINC00200-201,lincRNA,False,0,P0C500
ENST00000474115,10,85644073,85648066,+,ENSG00000270002,lncRNA,,antisense_RNA,False,0,Q9ULK0
ENST00000607056,5,44826076,44828592,+,ENSG00000272335,lncRNA,,lincRNA,False,0,O00370
ENST00000455810,10,6580425,6584028,+,ENSG00000237943,lncRNA,PRKCQ-AS1-204,lincRNA,False,0,Q5BIM1
ENST00000437331,7,96968732,97014060,-,ENSG00000231764,lncRNA,DLX6-AS1-203,antisense_RNA,True,25,Q8WTZ3
ENST00000521128,5,173710440,173719692,-,ENSG00000253686,lncRNA,LINC01484-203,lincRNA,False,0,Q8WTZ3
ENST00000637710,6,57919912,57961382,-,ENSG00000283352,lncRNA,,processed_transcript,False,0,Q15486
ENST00000570148,16,81310731,81313423,-,ENSG00000260495,lncRNA,,antisense_RNA,False,0,Q86U02
ENST00000604516,6,79233699,79236797,+,ENSG00000270362,lncRNA,HMGN3-AS1-201,antisense_RNA,False,0,P08548
ENST00000627575,4,13526362,13534335,-,ENSG00000281202,lncRNA,LINC01097-202,lincRNA,False,0,Q5WJC1
ENST00000605970,10,47517816,47553483,-,ENSG00000254929,lncRNA,,processed_transcript,False,0,A6NIR3
ENST00000623297,21,6084364,6088242,-,ENSG00000280179,lncRNA,CH507-42P11.6-201,lincRNA,False,0,Q81M96
ENST00000560180,15,47360005,47396591,-,ENSG00000259221,lncRNA,,antisense_RNA,False,0,Q6W349
ENST00000621548,16,74305739,74307770,-,ENSG00000259972,lncRNA,,lincRNA,False,0,Q9BUA6
ENST00000521131,8,71675377,71702435,+,ENSG00000254277,lncRNA,,lincRNA,False,0,Q1W209
ENST00000503768,15,97742218,97874550,-,ENSG00000251209,lncRNA,LINC00923-201,lincRNA,False,0,Q8N976
ENST00000451675,1,95991984,96022885,+,ENSG00000237435,lncRNA,LINC02790-204,lincRNA,False,0,Q04158
ENST00000610809,10,47985519,47991850,-,ENSG00000276850,lncRNA,,lincRNA,False,0,P11369
ENST00000527831,6,4135423,4146053,+,ENSG00000254821,lncRNA,,antisense_RNA,False,0,Q8NDZ2
ENST00000448407,13,105459055,105505681,-,ENSG00000232307,lncRNA,DAOA-AS1-201,antisense_RNA,True,9,P59103
ENST00000499025,5,100449754,100535186,-,ENSG00000247877,lncRNA,FAM174A-DT-201,lincRNA,False,0,P11369
ENST00000447832,1,205373252,205387440,+,ENSG00000226235,lncRNA,LEMD1-AS1-201,antisense_RNA,False,0,Q8N2A0
ENST00000564834,7,152463786,152465549,+,ENSG00000261455,lncRNA,LINC01003-201,lincRNA,False,0,Q96F63
ENST00000382167,11,1665597,1667856,+,ENSG00000205866,lncRNA,FAM99A-201,lincRNA,False,0,Q5SCZ9
ENST00000521341,5,165220577,165241752,-,ENSG00000254066,lncRNA,LINC01938-201,lincRNA,False,0,Q6ZN92
ENST00000633163,7,19619,35457,-,ENSG00000282572,lncRNA,,lincRNA,False,0,P0CG42
ENST00000400023,22,49619644,49657542,-,ENSG00000188511,lncRNA,MIR3667HG-202,lincRNA,False,0,Q6ZV56
ENST00000636550,8,48551527,48556392,-,ENSG00000253688,lncRNA,,lincRNA,False,0,Q8WTZ3
ENST00000522303,5,164297062,165171613,+,ENSG00000241956,lncRNA,,antisense_RNA,False,0,I6R1S4
ENST00000617439,14,88589231,88592408,+,ENSG00000278576,lncRNA,,sense_intronic,False,0,Q8N2A0
ENST00000585780,17,45261777,45268059,+,ENSG00000267278,lncRNA,MAP3K14-AS1-203,antisense_RNA,True,93,Q99558
ENST00000579833,18,76256891,76258337,+,ENSG00000264212,lncRNA,,lincRNA,False,0,Q4V847
ENST00000419499,13,74231401,74259976,+,ENSG00000235532,lncRNA,LINC00402-201,lincRNA,False,0,O43157
ENST00000596521,19,49838639,49851676,-,ENSG00000268006,lncRNA,PTOV1-AS1-201,antisense_RNA,False,0,Q8WTZ3
ENST00000522060,8,142982049,143018381,-,ENSG00000247317,lncRNA,LY6E-DT-205,lincRNA,False,0,Q90417
ENST00000457290,2,105363038,105378839,+,ENSG00000238273,lncRNA,,antisense_RNA,True,82,O00370
ENST00000571404,16,3076911,3087100,-,ENSG00000262370,lncRNA,,lincRNA,False,0,P61571
ENST00000567837,14,90489012,90491637,-,ENSG00000259789,retained_intron,,lincRNA,False,0,Q8R508
ENST00000586076,17,75876372,75879546,+,ENSG00000267801,lncRNA,,antisense_RNA,False,0,Q96LD4
ENST00000418970,2,6912277,6918709,-,ENSG00000228203,lncRNA,GRASLND-201,antisense_RNA,False,0,Q8N7I0
ENST00000579859,17,58337358,58353287,+,ENSG00000265148,lncRNA,TSPOAP1-AS1-204,antisense_RNA,False,0,Q5HZ97
ENST00000433624,X,155466540,155494110,+,ENSG00000224533,lncRNA,TMLHE-AS1-201,antisense_RNA,True,2,O00370
ENST00000607540,2,56147630,56386171,+,ENSG00000271894,lncRNA,,processed_transcript,False,0,Q5SP85
ENST00000508813,4,52945689,52958087,+,ENSG00000248115,lncRNA,,antisense_RNA,False,0,Q482P4
ENST00000532564,6,2245762,2413590,+,ENSG00000250903,lncRNA,GMDS-DT-210,lincRNA,False,0,Q1IXK7
ENST00000423530,2,215619635,215827403,-,ENSG00000235770,lncRNA,LINC00607-204,lincRNA,False,0,Q6UX73
ENST00000499227,8,70608577,70663279,+,ENSG00000246366,lncRNA,LACTB2-AS1-201,antisense_RNA,False,0,Q53H82
ENST00000500853,8,23225221,23230926,+,ENSG00000246582,lncRNA,TNFRSF10A-DT-201,antisense_RNA,True,1,Q8N2A0
ENST00000593621,3,42513605,42532062,-,ENSG00000232354,lncRNA,VIPR1-AS1-203,antisense_RNA,True,9,P32241
ENST00000556736,14,100826126,100861008,+,ENSG00000214548,lncRNA,MEG3-227,lincRNA,False,0,Q54HB2
ENST00000514368,5,67619791,67797604,+,ENSG00000249364,lncRNA,,lincRNA,False,0,Q18D35
ENST00000429561,11,70631094,70635490,+,ENSG00000226627,lncRNA,SHANK2-AS1-201,antisense_RNA,False,0,Q8N2A0
ENST00000582727,7,44983023,44986680,-,ENSG00000232956,lncRNA,SNHG15-207,lincRNA,False,0,Q17RF5
ENST00000400178,21,16070672,16607135,+,ENSG00000215386,lncRNA,MIR99AHG-201,lincRNA,False,0,P32646
ENST00000567616,15,29609676,29611212,-,ENSG00000259814,lncRNA,,lincRNA,False,0,B0S0Y8
ENST00000488315,7,149867697,149873842,-,ENSG00000204934,lncRNA,ATP6V0E2-AS1-203,antisense_RNA,False,0,Q8IWY8
ENST00000608412,7,130936464,130939661,+,ENSG00000273319,lncRNA,,lincRNA,False,0,Q8N7I0
ENST00000640504,8,102656464,102687118,+,ENSG00000283959,lncRNA,,bidirectional_promoter_lncRNA,False,0,Q8N7I0
ENST00000527317,11,127066986,127101320,+,ENSG00000255087,lncRNA,,lincRNA,False,0,Q8CEL2
ENST00000589921,19,28965131,28969148,+,ENSG00000267339,lncRNA,LINC00906-206,lincRNA,False,0,Q8N769
ENST00000575310,17,7420103,7444081,+,ENSG00000262880,lncRNA,,processed_transcript,True,3,Q92914
ENST00000423473,17,20938578,20998028,+,ENSG00000233098,lncRNA,CCDC144NL-AS1-202,antisense_RNA,False,0,Q5SXY1
ENST00000521996,8,89720941,89757572,-,ENSG00000251136,lncRNA,RIPK2-DT-205,lincRNA,False,0,Q6CJT2
ENST00000521242,8,9903461,9905366,-,ENSG00000253230,lncRNA,MIR124-1HG-204,lincRNA,False,0,Q9QYK9
ENST00000568797,18,26865308,26936673,+,ENSG00000260372,lncRNA,AQP4-AS1-201,antisense_RNA,True,2,Q8N7I0
ENST00000454781,10,118046982,118103718,+,ENSG00000177640,lncRNA,CASC2-205,antisense_RNA,False,0,Q8IU53
ENST00000624656,22,39133090,39136760,+,ENSG00000279833,lncRNA,,antisense_RNA,False,0,O95931
